YEAR,INDICATOR_NAME,DATA_VALUE,DATA_SOURCE_NAME,DATABASE_NAME,PRODUCT,PRODUCT_DESCRIPTION,INDICATOR_TYPE,CATEGORY,CONTACT,FREQUENCY,AKFIN,ESR,PRELIMINARY,REPORT_CARD_TITLE,INTENDED_ESP_NAME,SUBMISSION_YEAR,GATE1_YEAR,GATE2_YEAR,REMOVED_YEAR,SIGN,WEIGHT,UNITS,INDICATOR_ORDER,REGION,TIME_START,TIME_END,STATUS_TRENDS,INFLUENTIAL_FACTORS,REFERENCE,DATA_SOURCE_DESCRIPTION
1969,Annual_Red_King_Crab_Active_Vessels_BBRKC_Fishery,65,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_Active_Vessels_BBRKC_Fishery,Vessels active in fishery: Annual count of crab vessels that delivered commercial landings of BBRKC to processors.,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Comma Separated File,N,Annual number of active vessels in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Vessels,19,NA,NA,NA,NA,NA,NA,NA
1968,Annual_Red_King_Crab_Active_Vessels_BBRKC_Fishery,59,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_Active_Vessels_BBRKC_Fishery,Vessels active in fishery: Annual count of crab vessels that delivered commercial landings of BBRKC to processors.,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Comma Separated File,N,Annual number of active vessels in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Vessels,19,NA,NA,NA,NA,NA,NA,NA
1967,Annual_Red_King_Crab_Active_Vessels_BBRKC_Fishery,20,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_Active_Vessels_BBRKC_Fishery,Vessels active in fishery: Annual count of crab vessels that delivered commercial landings of BBRKC to processors.,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Comma Separated File,N,Annual number of active vessels in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Vessels,19,NA,NA,NA,NA,NA,NA,NA
1966,Annual_Red_King_Crab_Active_Vessels_BBRKC_Fishery,9,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_Active_Vessels_BBRKC_Fishery,Vessels active in fishery: Annual count of crab vessels that delivered commercial landings of BBRKC to processors.,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Comma Separated File,N,Annual number of active vessels in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Vessels,19,NA,NA,NA,NA,NA,NA,NA
2021,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,NA,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2020,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,21.3277429,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2019,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,15.65712328,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2018,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,19.69998436,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2017,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,20.28135614,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2016,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,38.12169721,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2015,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,31.31419314,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2014,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,26.42842789,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2013,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,27.30844191,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2012,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,30.27011997,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2011,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,28.35101782,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2010,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,18.23193603,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2009,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,21.43739362,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2008,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,21.91190321,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2007,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,27.75201846,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2006,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,34.39073858,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2005,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,23.75470254,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2004,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,23.27556571,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2003,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,18.76746831,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2002,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,20.66599553,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2001,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,19.49894693,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
2000,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,12.22785808,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
1999,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,12.74439198,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
1998,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,15.38543747,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
1997,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,14.71802163,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
1996,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,16.42490367,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
1995,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,NA,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
1994,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,NA,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
1993,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,8.864333757,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
1992,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,5.807746053,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_CPUE_BBRKC_Fishery,"CPUE (mean no. of crabs per potlift): Fishing effort efficiency, as measured by estimated mean number of retained BBRKC per potlif.",Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Annual catch-per-unit-effort (CPUE) (expressed as mean number of crabs per potlift) in the Bristol Bay red king crab fishery,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,# Crab/Potlift,17,NA,NA,NA,NA,NA,NA,NA
